locus_id	isoform	p-value-1	p-value-2	p-value_lowest
SNOO_141990	SNOO_141990A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_569080	SNOO_569080_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_162860	SNOO_162860A_1	0.0353730231895614	0.3296703296703253	0.0353730231895614
SNOO_435090	SNOO_435090A_2	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_031530	SNOO_031530A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_507940	SNOO_507940_1	0.4038461538461552	0.4615384615384615	0.4038461538461552
SNOO_110860	SNOO_110860A_1	0.4038461538461552	0.4615384615384615	0.4038461538461552
SNOO_136660	SNOO_136660A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_136660	SNOO_136660A_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_105710	SNOO_105710A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_018240	SNOO_018240A_3	0.2447552447552438	0.1118881118881117	0.1118881118881117
SNOO_505140	SNOO_505140_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_042290	SNOO_042290A_1	0.3671328671328668	0.2097902097902099	0.2097902097902099
SNOO_022820	SNOO_022820A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_102360	SNOO_102360A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_138510	SNOO_138510A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_081370	SNOO_081370A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_081370	SNOO_081370A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_135740	SNOO_135740A_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_433630	SNOO_433630A_1	0.0848952556549486	0.5274725274725256	0.0848952556549486
SNOO_522860	SNOO_522860_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_423930	SNOO_423930A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_078530	SNOO_078530A_1	0.2447552447552455	0.1598401598401601	0.1598401598401601
SNOO_422080	SNOO_422080A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_111340	SNOO_111340A_1	0.4405594405594418	0.4195804195804207	0.4195804195804207
SNOO_145150	SNOO_145150A_1	0.1223776223776225	0.2797202797202817	0.1223776223776225
SNOO_042860	SNOO_042860A_1	0.4038461538461523	0.4615384615384615	0.4038461538461523
SNOO_147730	SNOO_147730A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_400680	SNOO_400680A_1	0.1223776223776225	0.2797202797202817	0.1223776223776225
SNOO_024170	SNOO_024170A_1	0.1839397205857208	0.2102168235265388	0.1839397205857208
SNOO_068790	SNOO_068790A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_424040	SNOO_424040A_2	0.3671328671328668	0.2097902097902099	0.2097902097902099
SNOO_112920	SNOO_112920A_1	0.4038461538461552	0.3296703296703253	0.3296703296703253
SNOO_440400	SNOO_440400A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_305730	SNOO_305730A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_512110	SNOO_512110_1	0.2447552447552455	0.4195804195804207	0.2447552447552455
SNOO_147830	SNOO_147830A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_099160	SNOO_099160A_1	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_063800	SNOO_063800A_1	0.1284965034965036	0.0489510489510489	0.0489510489510489
SNOO_303850	SNOO_303850A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_065910	SNOO_065910A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_015650	SNOO_015650A_1	0.4405594405594418	0.4195804195804207	0.4195804195804207
SNOO_102220	SNOO_102220A_1	0.2447552447552455	0.1598401598401601	0.1598401598401601
SNOO_019880	SNOO_019880A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_506820	SNOO_506820_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_152950	SNOO_152950AB_1	0.4405594405594418	0.1598401598401601	0.1598401598401601
SNOO_117190	SNOO_117190A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_144530	SNOO_144530A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_062830	SNOO_062830A_1	0.0353730231895614	0.3296703296703253	0.0353730231895614
SNOO_411390	SNOO_411390A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_200430	SNOO_200430A_1	0.0353730231895614	0.3296703296703253	0.0353730231895614
SNOO_036630	SNOO_036630A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_307690	SNOO_307690A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_020130	SNOO_020130A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_443910	SNOO_443910A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_155070	SNOO_155070A_1	0.4405594405594418	0.3356643356643369	0.3356643356643369
SNOO_133460	SNOO_133460A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_420490	SNOO_420490A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_402410	SNOO_402410A_1	0.4038461538461552	0.4615384615384615	0.4038461538461552
SNOO_405590	SNOO_405590A_1	0.2447552447552455	0.4195804195804207	0.2447552447552455
SNOO_505990	SNOO_505990_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_570110	SNOO_570110_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_032670	SNOO_032670A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_016970	SNOO_016970A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_433100	SNOO_433100A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_081490	SNOO_081490A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_058910	SNOO_058910A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_018970	SNOO_018970A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_091240	SNOO_091240A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_627190	SNOO_627190_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_095570	SNOO_095570A_1	0.5384615384615398	0.5274725274725256	0.5274725274725256
SNOO_306590	SNOO_306590A_1	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_306590	SNOO_306590A_2	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_023950	SNOO_023950A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_134260	SNOO_134260A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_013280	SNOO_013280A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_621420	SNOO_621420_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_633670	SNOO_633670_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_029800	SNOO_029800A_1	0.2447552447552455	0.0257258350469542	0.0257258350469542
SNOO_636040	SNOO_636040_1	0.5384615384615398	0.5274725274725256	0.5274725274725256
SNOO_161090	SNOO_161090A_1	0.2447552447552455	0.0257258350469542	0.0257258350469542
SNOO_012570	SNOO_012570A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_147550	SNOO_147550A_1	0.4038461538461552	0.3296703296703253	0.3296703296703253
SNOO_505390	SNOO_505390_1	0.1284965034965036	0.2447552447552438	0.1284965034965036
SNOO_411830	SNOO_411830A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_061670	SNOO_061670A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_157040	SNOO_157040A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_512900	SNOO_512900_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_141240	SNOO_141240A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_432220	SNOO_432220A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_005410	SNOO_005410A_1	0.4038461538461552	0.3296703296703253	0.3296703296703253
SNOO_086200	SNOO_086200A_1	0.2447552447552455	0.4195804195804207	0.2447552447552455
SNOO_639290	SNOO_639290_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_569730	SNOO_569730_1	0.5384615384615398	0.0606394683249629	0.0606394683249629
SNOO_097280	SNOO_097280A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_079230	SNOO_079230A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_001800	SNOO_001800A_1	0.4038461538461523	0.4615384615384615	0.4038461538461523
SNOO_136280	SNOO_136280A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_137710	SNOO_137710A_1	0.0353730231895614	0.3296703296703253	0.0353730231895614
SNOO_046230	SNOO_046230A_2	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_121780	SNOO_121780A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_416740	SNOO_416740A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_086990	SNOO_086990A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_105290	SNOO_105290A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_042890	SNOO_042890A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_098330	SNOO_098330A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_098330	SNOO_098330A_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_502670	SNOO_502670_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_048490	SNOO_048490A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_113740	SNOO_113740A_1	0.1839397205857208	0.2102168235265388	0.1839397205857208
SNOO_103610	SNOO_103610A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_021790	SNOO_021790A_2	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_446800	SNOO_446800A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_139900	SNOO_139900A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_307510	SNOO_307510A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_509690	SNOO_509690_2	0.2447552447552438	0.1398601398601395	0.1398601398601395
SNOO_141330	SNOO_141330A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_144780	SNOO_144780A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_103740	SNOO_103740A_1	0.4038461538461552	0.0565968371032989	0.0565968371032989
SNOO_010880	SNOO_010880A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_134470	SNOO_134470A_2	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_030430	SNOO_030430AB_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_405920	SNOO_405920A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_405920	SNOO_405920A_2	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_509570	SNOO_509570_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_046960	SNOO_046960A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_444310	SNOO_444310A_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_054960	SNOO_054960A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_093790	SNOO_093790A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_074310	SNOO_074310A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_074310	SNOO_074310A_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_134710	SNOO_134710A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_145550	SNOO_145550A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_119620	SNOO_119620A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_629180	SNOO_629180_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_126110	SNOO_126110A_1	0.5384615384615398	0.5274725274725256	0.5274725274725256
SNOO_119180	SNOO_119180A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_052040	SNOO_052040A_1	0.5384615384615398	0.0606394683249629	0.0606394683249629
SNOO_044410	SNOO_044410A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_030810	SNOO_030810A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_083270	SNOO_083270A_1	0.1284965034965036	0.0489510489510486	0.0489510489510486
SNOO_402760	SNOO_402760A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_029180	SNOO_029180A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_565070	SNOO_565070_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_160870	SNOO_160870A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_009600	SNOO_009600A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_108830	SNOO_108830A_1	0.4038461538461523	0.3296703296703253	0.3296703296703253
SNOO_421150	SNOO_421150A_1	0.5384615384615398	0.5274725274725256	0.5274725274725256
SNOO_143320	SNOO_143320A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_132300	SNOO_132300A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_616330	SNOO_616330_1	0.1839397205857208	0.2102168235265388	0.1839397205857208
SNOO_039380	SNOO_039380A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_505810	SNOO_505810_1	0.5384615384615398	0.0606394683249629	0.0606394683249629
SNOO_049310	SNOO_049310A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_148930	SNOO_148930A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_131360	SNOO_131360A_1	0.2447552447552438	0.1398601398601395	0.1398601398601395
SNOO_131360	SNOO_131360A_2	0.2447552447552438	0.1398601398601395	0.1398601398601395
SNOO_650620	SNOO_650620_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_144740	SNOO_144740A_2	0.1284965034965036	0.0489510489510489	0.0489510489510489
SNOO_425140	SNOO_425140A_1	0.4038461538461523	0.3296703296703253	0.3296703296703253
SNOO_165520	SNOO_165520A_1	0.5384615384615398	0.0606394683249629	0.0606394683249629
SNOO_120650	SNOO_120650A_3	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_304780	SNOO_304780A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_065350	SNOO_065350A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_065350	SNOO_065350A_2	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_438800	SNOO_438800A_1	0.4038461538461552	0.3296703296703253	0.3296703296703253
SNOO_145210	SNOO_145210A_3	0.2447552447552438	0.1118881118881117	0.1118881118881117
SNOO_010810	SNOO_010810A_1	0.1284965034965036	0.0489510489510489	0.0489510489510489
SNOO_007080	SNOO_007080A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_042670	SNOO_042670A_1	0.5384615384615398	0.0606394683249629	0.0606394683249629
SNOO_152370	SNOO_152370A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_114500	SNOO_114500A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_095490	SNOO_095490A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_088160	SNOO_088160A_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_438170	SNOO_438170A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_301190	SNOO_301190A_1	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_301190	SNOO_301190A_2	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_161380	SNOO_161380A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_026360	SNOO_026360A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_026360	SNOO_026360A_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_508850	SNOO_508850_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_309590	SNOO_309590A_2	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_107340	SNOO_107340A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_107340	SNOO_107340A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_055640	SNOO_055640A_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_160750	SNOO_160750A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_160750	SNOO_160750A_2	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_147070	SNOO_147070A_1	0.2447552447552438	0.1398601398601395	0.1398601398601395
SNOO_084760	SNOO_084760A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_144230	SNOO_144230A_1	0.2447552447552438	0.1118881118881117	0.1118881118881117
SNOO_052700	SNOO_052700A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_083150	SNOO_083150A_1	0.1839397205857208	0.2102168235265388	0.1839397205857208
SNOO_001110	SNOO_001110A_1	0.2447552447552455	0.3356643356643369	0.2447552447552455
SNOO_081920	SNOO_081920A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_032490	SNOO_032490A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_160580	SNOO_160580A_1	0.4038461538461523	0.3296703296703253	0.3296703296703253
SNOO_077560	SNOO_077560A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_026870	SNOO_026870A_1	0.4038461538461523	0.3296703296703253	0.3296703296703253
SNOO_447310	SNOO_447310A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_158740	SNOO_158740A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_614790	SNOO_614790_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_091740	SNOO_091740A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_142000	SNOO_142000A_1	0.084895255654948	0.5274725274725256	0.084895255654948
SNOO_410700	SNOO_410700A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_058760	SNOO_058760A_1	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_309230	SNOO_309230A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_022160	SNOO_022160A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_409280	SNOO_409280A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_403920	SNOO_403920A_1	0.4038461538461552	0.4615384615384615	0.4038461538461552
SNOO_442370	SNOO_442370A_1	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_442370	SNOO_442370A_2	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_092360	SNOO_092360A_2	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_617940	SNOO_617940_1	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_617940	SNOO_617940_2	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_007320	SNOO_007320A_2	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_120420	SNOO_120420A_1	0.4079254079254084	0.1398601398601395	0.1398601398601395
SNOO_553760	SNOO_553760_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_162060	SNOO_162060A_1	0.0128629175234769	0.1598401598401601	0.0128629175234769
SNOO_549060	SNOO_549060_3	0.2447552447552438	0.1118881118881117	0.1118881118881117
SNOO_136580	SNOO_136580A_1	0.4038461538461523	0.4615384615384615	0.4038461538461523
SNOO_426940	SNOO_426940A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_404660	SNOO_404660A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_044950	SNOO_044950A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_510080	SNOO_510080_1	0.3671328671328668	0.2097902097902099	0.2097902097902099
SNOO_004480	SNOO_004480A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_004480	SNOO_004480A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_105860	SNOO_105860A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_104910	SNOO_104910A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_131820	SNOO_131820A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_201460	SNOO_201460A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_201460	SNOO_201460A_2	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_501940	SNOO_501940_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_410770	SNOO_410770A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_410770	SNOO_410770A_2	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_146000	SNOO_146000A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_425700	SNOO_425700A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_425700	SNOO_425700A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_091570	SNOO_091570A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_403300	SNOO_403300A_1	0.2447552447552438	0.3496503496503492	0.2447552447552438
SNOO_036960	SNOO_036960A_2	0.2447552447552455	0.4195804195804207	0.2447552447552455
SNOO_414600	SNOO_414600A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_163600	SNOO_163600A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_032290	SNOO_032290A_2	0.0353730231895614	0.3296703296703253	0.0353730231895614
SNOO_614830	SNOO_614830_1	0.4038461538461552	0.4615384615384615	0.4038461538461552
SNOO_067190	SNOO_067190A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_143050	SNOO_143050A_1	0.4038461538461552	0.0565968371032989	0.0565968371032989
SNOO_125440	SNOO_125440A_1	0.4038461538461552	0.0565968371032989	0.0565968371032989
SNOO_005070	SNOO_005070A_1	0.1223776223776225	0.2797202797202817	0.1223776223776225
SNOO_414710	SNOO_414710A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_128850	SNOO_128850A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_033720	SNOO_033720A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_424560	SNOO_424560A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_057720	SNOO_057720A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_508200	SNOO_508200_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_031840	SNOO_031840A_2	0.2447552447552455	0.4195804195804207	0.2447552447552455
SNOO_406690	SNOO_406690A_1	0.1284965034965036	0.0489510489510486	0.0489510489510486
SNOO_099770	SNOO_099770A_1	0.2447552447552438	0.3729603729603725	0.2447552447552438
SNOO_076330	SNOO_076330A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_118010	SNOO_118010A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_015600	SNOO_015600A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_413010	SNOO_413010A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_439790	SNOO_439790A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_071350	SNOO_071350A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_003930	SNOO_003930A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_002100	SNOO_002100A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_447250	SNOO_447250A_1	0.4038461538461523	0.3296703296703253	0.3296703296703253
SNOO_438330	SNOO_438330A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_126290	SNOO_126290A_1	0.2447552447552455	0.3356643356643369	0.2447552447552455
SNOO_133570	SNOO_133570A_1	0.4405594405594418	0.4195804195804207	0.4195804195804207
SNOO_093240	SNOO_093240A_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_509230	SNOO_509230_1	0.1839397205857208	0.1576626176449043	0.1576626176449043
SNOO_110290	SNOO_110290A_2	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_043240	SNOO_043240A_1	0.3671328671328668	0.2097902097902099	0.2097902097902099
SNOO_423210	SNOO_423210A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_111900	SNOO_111900A_1	0.3569347319347336	0.4079254079254055	0.3569347319347336
SNOO_304620	SNOO_304620A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_401370	SNOO_401370A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_104720	SNOO_104720A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_444750	SNOO_444750A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_559500	SNOO_559500_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_415020	SNOO_415020A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_139800	SNOO_139800A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_004140	SNOO_004140A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_578670	SNOO_578670_1	0.084895255654948	0.0606394683249629	0.0606394683249629
SNOO_002970	SNOO_002970A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_026900	SNOO_026900A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_041540	SNOO_041540A_1	0.4079254079254084	0.3496503496503492	0.3496503496503492
SNOO_419610	SNOO_419610A_1	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_419610	SNOO_419610A_2	0.4079254079254084	0.3729603729603725	0.3729603729603725
SNOO_408380	SNOO_408380A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_027120	SNOO_027120A_1	0.4038461538461552	0.3296703296703253	0.3296703296703253
SNOO_128410	SNOO_128410A_2	0.1284965034965036	0.2447552447552438	0.1284965034965036
SNOO_505710	SNOO_505710_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_030120	SNOO_030120A_1	0.3671328671328668	0.4195804195804207	0.3671328671328668
SNOO_627350	SNOO_627350_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_120460	SNOO_120460A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_106700	SNOO_106700A_2	0.4079254079254084	0.1118881118881117	0.1118881118881117
SNOO_149610	SNOO_149610A_1	0.3678794411714423	0.3678794411714423	0.3678794411714423
SNOO_076670	SNOO_076670A_1	0.4405594405594418	0.4195804195804207	0.4195804195804207
SNOO_447510	SNOO_447510A_1	0.3671328671328668	0.2797202797202817	0.2797202797202817
SNOO_164730	SNOO_164730A_1	0.1223776223776225	0.2097902097902099	0.1223776223776225
SNOO_023060	SNOO_023060A_1	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_023060	SNOO_023060A_2	0.3569347319347336	0.2447552447552438	0.2447552447552438
SNOO_445270	SNOO_445270A_2	0.1223776223776225	0.4195804195804207	0.1223776223776225
